qid,question_text,target
358a809f77c4cd243867,What would the result be if Caffeine was subject to a Wolff-Kishner reduction?,0
195fcb93ca1ea4507378,Do we have welfare in Europe or what? What is the difference between welfare and the social programs we have in western Europe?,0
0f107237ea10a6e5aa84,What is so bad about free healthcare?,0
5c74ab0f7da4684a63de,What is the procedure adopted to paint a compound wall?,0
8cedf9ac857e32b9305c,What is the difference between organic branding and paid branding?,0
49a8829b0fb3b0a7b817,What is the best way reach a local guide while travelling solo?,0
b008d97233971b201af7,How can we use bitcoin in social media?,0
1980d39331291edb121b,How does farming in India differ from farming in the US?,0
719d5e1b15cbd5ec3738,Would a gastric bypass interfere with having your stomach pumped?,0
90424d776959ba504fa4,How can you stop your arrow keys from scrolling?,0
075c35f8c48bdafa072c,How can the cultivation process of tangelos be improved?,0
a3a04a90a52e7e77e7a8,Could someone expose a list of trolls on Quora?,0
186b9e85be60fd40d372,Is it worth it to form in Cal Poly Pomona?,0
78fb341fc07a32c690cd,"How can I use Google's speech to text API to find answers on Google, during telephonic interview?",0
400959c9db83628a11b6,What are the books preferred by most students for IIT JEE preparations which helps us a lot?,0
483c0f0706ec26bf2359,What do you mean by bilateral blindness?,0
b3c53a78e8165755bb27,"When you were flying with the airlines, how often did you revert to your Navy training and treat passengers to a 'carrier' landing'?",0
5a4e83bc6fcf44bb183b,How is your life as a wilderness physician? What drove you to the decision to pursue this field?,0
faf4252450bbaf9c4eb0,Would Megaman 11 bring back the X series?,0
6459b1631873ccad8262,Is Purina One good for dogs?,0
7f6ddabbc447b98319e0,How is the French military rank in the world? Why?,0
461facf0aef5ad30497f,Is Johns Hopkins University or TU delft better for graduate studies?,0
ccf3663ee6dd2a0827fe,How do I fix my ground fault circuit after three inches of rain?,0
9f67c831a28091c95360,Can I install a dishwasher on slab which is located beside my tap?,0
49b53e145b21e918937f,What do girls feel about if a guy thinks about them while masturbating and how does it differ with the relation with them?,0
6ebf4f3d1cfc62a635ca,"What is the best way of obtaining Ritilin, Adderal or Modafinil online from South Africa?",0
02ad5f800c6c5816a219,What type of business would best utilise the advantages of living in Ho Chi Minh City?,0
9de953eddcdec7450f28,"In art, what are some reasons a person might not have a face?",0
06da9bd634ffaba4b7ce,Can we make magnetic roads by cement or any other materials by some chemical changes?,0
7c59ac3457d2d9aee610,Why we feel cold when we took petroleum in hand?,0
916fb536a18f7f87a114,Why is Tamil Nadu not selling lottery tickets?,0
8fff106da37bcb790498,How do I support my trans boyfriend about his transition?,0
4b6b37cbb2e861916695,What are the short and long term benefit of free trade for any countries (specially India)?,0
f062dc799e9c0c7209a6,Why do you like buying crochet patterns?,0
584d7f35619468d4ed45,What will be the healthy and balanced diet chart for Ramadan?,0
f727ee6e677a27646cda,Are there any alternate history books or movies about Finland?,0
000ee7cb10ea4d504fb3,How can I create the most exciting essay to read?,0
05794376b524a6456d73,Where is the best cinnamon in the world?,0
b986998e57f8da7d82ca,What are the options available in India for solar electricity having capacity of 20 Kv?,0
2393b9b8acb54ca51ba2,Is the Indian constitution the only constitution in the world to have fundamental duties?,0
08117ed6622f1e0c3815,What are the best advertising type for a small business?,0
8a6661af0a0d265e128a,How do I get rid of fruit flies in my freezer?,0
d45bf143b71510e521f6,What is the historically least important and interesting person that has a Wikipedia page?,0
fdf40bb76701b8544125,What was the importance of slavery to the economy of Brazil in its peak?,0
2bc8f87f09c4799859f4,What is the best computer to run space engine on?,0
8f4ad444f18e6a13bc8d,"If I apply for a health insurance today and next day I find out that I'm having a disease and needs treatment, will the insurance cover my cost?",0
b3b354766fbd05667935,"Is it correct to use present perfect and say ""I've thought the same thing"" or "" I've thought so"" in a talk where thinking action starts in recent past and the thought is still in the mind?",0
6cd146b28d97eeaf39c5,What are your thoughts about the upcoming boxing match between Sadam Ali and Liam Smith in May 2018?,0
2580e858d3f6fe167787,"Are you able to use a list of proxies to send as fake traffic to a URL, if so then how?",0
aa9970b77255f82cf2dd,Is there any smartphone theme for students?,0
b471ec98cb8b574abf52,"Not counting video games, what are some of the strangest and worst pieces of Naruto merchandise you have ever seen?",0
358e3f2c6bfe31ebdc71,What is the difference between mutual fund vs ETF vs Stock?,0
98fd802642e951b875cc,How can I fix a garbage disposal that is not working?,0
e62b85759507b214e778,Who are all the known clients of FBI?,0
fd6063319bcbb7361ac2,What do you think of the recent YouTube demonetizing smaller accounts?,0
821a83e0c8e40efa1202,A really popular girl just said she’d go on a date with me (an unpopular teenager) but my mom doesn’t like me talking with the opposite gender. What do I do?,0
153dc858e527c323afc7,What do Hungarians think of people from Spain?,0
3b726d25d98644783081,Is inflation inevitable? What do countries do when they have inflation?,0
df4cdc65fa556a237a13,Is there a Chinese version of Salesforce?,0
5b763b8108e96647ccfb,What name do I use for username?,0
6a8cdc982b4e62ce3082,"When a company files taxes, how does the government know that the right amount of taxes have been paid? Do they just take the auditor's word for it?",0
0249d27702b2f8eb5627,Is is possible to fully domesticate gorillas or chimps? Has there ever been a serious attempt?,0
0df53303d7dca6bc93d9,Could we solve crimes like Jack the Ripper by travelling to a distant place at 99% of the speed of light and then holding up a mirror?,0
f59890d263e58a6ddced,What is the initial salary offered by Arthur D Little India for Business analyst?,0
54361c40ab313a27c5fd,What is Bhagavad fita?,0
d234d1e31b2c2064afcc,Why should I not eat McDonald's chicken nuggets?,0
51cade32918ab575056a,"Is there a comprehensive table of Education spend per Child, by country, in PPP dollars?",0
6e073e7863628780eac7,Why do nations require Farm subsidies? Why can't farming follow demand supply pricing model?,0
537d748f7c0a3edf164d,How does fake news affect American politics?,0
1028599145ef0203afe4,Which programming language is required to perform automation on excel related process using blue prism?,0
bd4fa5a9244b1e661ad6,What kind of job does a CS graduate get in PSU's after qualifying Gate?,0
f411a0e9bec50b278344,What are some creepy facts about you?,0
04259985835d24e3b9a5,What are the best remedies for low hemoglobin?,0
b72aad1ba1285d56192d,Why do you get thirsty after eating an Apple?,0
5db8c6bbd9b0f336dc34,The girl I like said that I have 35 percent chance of dating her . What does that mean?,0
5ae9104e539111d1bcc4,What is a treasury stock entry?,0
7d04b891cbccba5c9397,What would happen if China and Russia attacked the US?,0
42fad40fde9d4123df22,Where can find a freelancer euro girls in Goa?,0
8e92680b0a79281c09f9,Which silencer is used in metro train?,0
f325cf72d047d2b0060f,"How can I get a software developer job in the campanies like Google, Microsoft, Facebook, Amazon (I am not from IITs or NITs)?",0
8551532775ff6f57e175,Does centrifugal force affect a runner on a track?,0
29c352813923e88ac775,How many products available in Indian store?,0
32da76096b3405af7916,Can work make us happy?,0
ff389718f40fc6b56269,What led to the Laissez faire and the Great Depression?,0
9dcf5f7b0fcb77a93a09,How can I become a consistent book reader?,0
a7cf9afe272600da790e,Could you tell me the experience of your English studying?,0
aac91db239da8c974afb,What war had the greatest impact?,0
660c444af452ad0e234d,What are the best futuristic movies?,0
7fd74dd4db774df09f01,How can I find coterminal angles?,0
22c64d0647b53fe5c6bd,Will Korean food be popular in America?,0
4792ba2a61c866908122,How should I study EDC & AE for the ESE?,0
eec22970c31188201eec,What is the speed of the sound of electricity?,0
5a42c3ef60ab62421703,How did you become successful in the film industry?,0
cb435c289fa0b77f4c72,Should Honorary rank officer be conferred with direct designated Post in Defence?,0
31c70403f8cf89427510,How does a journalist know that a particular person is arriving on a plane?,0
fbab35fb4a9d76e8a2f6,"What kind of jobs are suited well for investigative personality types, particularly ones available to an 18 year old?",0
f7a7900dfebcb1c7fce5,Are the Muslims the army of 200 million spoken of in the book of Revelation?,0
75f498b46f3743d5c02b,"What do I need to know about brain tumors, their types, methods of surgery, inoperable ones and everything else?",0
667afca8c56e5dfaf9f5,Can I use sports bras as a chest binder? How?,0
87632e85bb686a65adb5,Why did the old colonial rule exist for such a long time and what ended it?,0
b4d8cafdd540227409f7,What is the importance of stress inculation training?,0
6d18b1e008d4cf2ef620,What is the best health advice that you gave?,0
a37b45b4aa2f900bfc65,Why does America have terrible issues with Magical Girl anime?,0
0a5c42b4867ebaa8c740,Is R15 V3 ideal for 173 cm tall rider?,0
b86c4d1861572ca71967,What are some good pickup lines for Punjabi kudi?,0
a137e2cd1bc64d9c901e,Is disposable email service profitable?,0
6565b273e4761a7fe965,"Did female humans looks the same as male humans in the past of the human species? (were they both are equal in terms of physical strength, the shape of their muscles the same etc except the reproductive organ?)",0
c33316e71d848093b64c,Is unattractiveness indicative of inferiority?,0
0644b91452e32f7c62be,How can I gain more confidence when I ask a question and not worry?,0
0cba563243b48d153b80,Can Randy Bryce actually defeat Paul Ryan?,0
95c3255728291a8d6a5c,Have you ever stopped a death?,0
30a99f339d5384814758,Which of the new IIITs will get the campus earliest?,0
26b0e98e9f4fc5a05800,Do people who use drugs know that they are contributing to people being dismembered in Mexico?,0
2e75c7444329e7a733fe,Is it normal to defecate more than 3 times a day?,0
c355355731f31c1740fc,Is it possible to make movies or songs just to offend people and coerce political change?,0
879e2da2d74e0a1818c8,How does a processor work electronically?,0
811941bf686160fd27ad,Which counties were united in world war 1?,0
ead12e1d1605f8b11460,What scopes are in India for architecture?,0
fb21f451bad9ec5ab6f0,What are some free medical research programs in NJ for high school students?,0
5b213a0862824a705d03,Do you know a good horse stable management software?,0
9b3e1cb559cfbda94da4,Is religion being used as a means or excuse for repression in your country? I’m particularly interested in answers from USA and other western countries.,0
32056388bb469b8dc11c,What if your partner doesn't allow you to use social sites?,0
abd970a94859629d11e2,Where did most slaves in the Seleucid kingdom come from?,0
836a6b4d8d22a8f9d2b0,How long will the recovery take if someone has spinal meningitis and confusion?,0
0214cce60fe287cda7ca,I scored 60 in JEE Mains 2018 without any coaching and I have now decided to take a drop. Can I aim for CSE at IIT D? Will I be able to achieve it?,0
4029ef97ae3250236c81,What do you think will be the last profession to become automated (by AI)?,0
42ae15fba39317568d8d,What is it called when someone acts like you've misunderstood their point in order to avoid addressing your argument?,0
6183be75b59c7d323d60,Who was the first person to do gender exchange?,0
6eaef2de6c76e1cfe7f0,What would be the reason for someone to want to isolate themselves?,0
1f1deb9ed0b0c9aa3e3e,What are the values you can add to an organization as an employee?,0
8cdeac9f6d299a3963f6,What is Peter Taradash's trading strategy?,0
35559e81897cb9931164,Could a 15 year old boy get pregnant?,0
3a20b5a35e2ba87290bc,"What is the safest way to avoid catching viruses, being identified, and avoiding the dark web when browsing the deep web?",0
e63a246ecb5d1f265471,How can I get more matches on Tinder?,0
2d4287c74d7511e33e1c,What kind of clothes do you like on guys?,0
2e51b8722b60fe698759,Can we take direct admission in HBTI college for MCA?,0
ef9ac0ad280d6e7c9194,What are the benefits of waking up early everyday? What's your personal best time to get up?,0
efe78491697a85d0ebf0,Do u need wifi to play gta5 on PS4?,0
ae2cb08a905392afc426,Which countries do you like but you don’t know why?,0
128702ccf39cb4b31aba,How do I impress Malayalam guy who is Christian? . I am Telugu and not that outgoing girl,0
d6bd2352d33013984e9c,I skipped the entire design process for my mobile app prototype. How do I go back and add the missing steps so it's presentable for my portfolio?,0
e3613a382c9c9ae7b798,How can I mine patterns in an individual's spending?,0
327f74c2fb44b17f0a2f,What is the purpose of Cacto Cove in Fantasy Life?,0
46b0be3127a97cd98ee8,Why aren’t chemical equations bonded in the first place?,0
27242712f46bd83e9029,Why don't most people upvote on Quora?,0
29de350052aad21cb45e,How do we get the normal distribution out of the binomial distribution. How come [math]\binom{n}{x}p^x(1-p)^{(1-x)}=\frac{1}{\sqrt{2\pi np(1-p)}}e^{-\frac{(x-np)^2}{2np(1-p)}}[\math]?,0
1ddb29f45b95a5f17e4c,"Why is liberal arts education still valuable? If you take away the debt debate, does having a background in multiple subjects matter for future success?",0
2ccf9e75139a6bb90a59,How can I make a huge stuffed owl animal?,0
17b11df200f1b2655c5f,What are the design principles of wireless sensor networks?,0
95096049125c85788691,What purpose does the National Marrow Donor Program serve?,0
05bb705fcd0283a27877,What is the right time to start studying for GMAT?,0
eae5cf7d962ebfbd0be2,How has or could your company benefit from an anthropological lens?,0
bd98f74c31a337df8913,What is the difference between bipolar (only manic) and a narcissist? His bipolar to me actually seems more narcissistic?,0
57dd8aa0ec8709018875,Does Bhimbetka rock shelters paintings depict the first evidence of dog domestication 30000 years ago?,0
c48b7d3ef2ef47e95e39,Cane I travell to Canada?,0
4a91beb291a78e042821,"How did first year (2011-2012) of the Syrian Civil War developed? More as analysis, not just the chronology as in Wikipedia.",0
300091c520b0f586ac77,"Why hasn't the Qur'an historically been translated into other languages, like the Bibles were?",0
853f55f808356220e53c,Why is it so hard to meet people around the age of 30 to 50 in Rocky Hill Connecticut?,0
15ba507529547c3c1f4d,What Do you think of teenage boys growing/keeping facial hair?,0
e2711964c81ee9dc51f0,How can having your iPhone covered in water decrease the phone's performance?,0
66203184208517879e97,What would you do if you woke up and realized you're a zombie?,0
e3fedd6ad76b7a531601,What are the requirements to do project in MAPC IGNOU?,0
03fcf3dee6e2fb6a9ffb,"How can you obtain a blue shirt and earrings like Charlotte Lewis' in ""The Golden Child"" with Eddie Murphy and Charles Dance?",0
251b54861113f48b6fc4,What is (are) the name(s) of the composite(s) used to make firearms?,0
d3475ad848c92c448d47,How do I excel during an internship as a software engineer with no College?,0
928c0266fe9046389f9a,What are some achievable AI/ML projects for a undergraduate FYP?,0
815ce4edc5d816429326,How can I get guaranteed happiness?,0
9cd3267089597751e2f8,How can a heart attack lead to a ventricular aneurysm?,0
b3b2f3779524ada5835e,What is holistic thinking and how much is too much?,0
6f25f177814d6715b42a,What are the eating habits of ribbon worms?,0
df361538d49698cbc237,Did the silk road reduce crime from drug cartels?,0
0a580447cd33704b28b2,How was traffic during Apartheid in South Africa?,0
a292e8660d34e9d97bfc,Can a big beautiful woman wear a pink cheongsam?,0
3932586ec10aaed57365,What are the best things to do on weekends as a student at Salem State?,0
8b8853e006eddc77e7b1,How can I become superhuman?,0
9e99f5dfbbc052068ba6,What are the best authors for business studies class 11?,0
033070f2e8669a9ddb72,How is your thinking different from others?,0
70c4d307fa49155e2a3a,What is the best laptop for entrepreneurs?,0
fed7b8f6dc4de6fb25e2,"Who are the people, always dancing with Bruno Mars in his music videos like uptown funk and 24k?",0
d30b9502c8c4f4a84e37,What was the actor Bill Bixby like in person?,0
bab4694ecbacd490b159,How much Uber deduct from driver?,0
5893221d011e6128eb2d,What kind of drug is good for maximizing the pleasure of women's for sex?,0
f633bc750588d5d8c780,Was Joker vs Deadpool in Assault on Arkham animated movie a great storyline between two supervillains?,0
5b60455069ee5f96517a,How do I effectively paginate when I have lots of pages to navigate?,0
ceb68f2cb8ebd1029e49,Which is the largest river basin in the world?,0
ddc48e068aae15011176,What can a Muslim who lives in an Islamic country do if he or she wishes to leave Islam?,0
25de9c115615ac22a7b5,What’s are some best love story of obsession?,0
1c925e95ff5e5992cc4a,"I travel 2 hours every day to go to my work. What should I do in this time? Podcasts, books or something else?",0
953abb657906f26e1633,Is it difficult to move from guided meditation to unguided meditation?,0
03f4f2d5c3b14a6c4784,What can I wear to work that's feminine but not so much that I stand out in a crowd and look like A cross dresser man?,0
757a6d98c44b4e897a5f,What doesn't give life meaning?,0
ce3042b969472861def9,"So , any tips for a 12y/o girl fto lose weight? Like, quickly? (No special foods, were broke :/)",0
d31d2d31ff1725a8ce1f,Where do I store my portfolio of altcoins for the next 4-5years?,0
e02ac54f877459d6051b,What are some old robot cartoons?,0
1ea8377ac1d416a2400f,How is cache memory implemented in the computer?,0
480f9abb70193d23841f,What is the history behind banning weapons from schools in America?,0
0c412189d736eecd7c6a,Without giving out sensitive info is there a man named Jonathan Madson in special forces…?,0
537d5918a0666aa572a8,Would political correctness lead to anarchy in near future?,0
ae4cd0a3a7cbfee253ca,How many HubSpot partners are there?,0
e5d29a3cde25feacf96c,Is it legal for a person to be a practicing physician and a researcher at the same time?,0
5e08ed41d5f16696363a,How was your personal experience setting up your own firm or company in Bangalore?,0
1aa0fc45964045a07f3e,"How much money will I need to live as an exchange student in Bergen, Norway?",0
2069095c557f361fbadc,Is it safe to invest in mining companies?,0
7d7b5f4ad753da1b04b5,The closing rank for physics at IIT Kharagpur this year is 5264 in the first round. My rank is 5753. Do I have a good chance of getting it through 7 rounds of counselling?,0
cb972b8abbe22952e00e,Can we use data for research from a website where web scrapping is not allowed?,0
789cbeff72d03934e330,What stocks should I invest this month?,0
2011588405fc874bca31,Have you met any stranger who's a football freak?,0
084adbfd99225a1f1ab8,What is difference between ECE and EEE?,0
190c47974fefcf6cb398,What features should be preferred while buying office furniture?,0
6d61796a08d5a1560616,Can I prepare for NEET2018 with the study of 5 months along with a B.Sc Course with the study of 6 hours daily?,0
ee980bc0481356c75f69,How can I watch YouTube videos from mobile to personal computer?,0
d9ecc44cadef45cb042b,"After queen's mating flight, will queen ever fly to mate again?",0
da44b6a6dd13c42af18b,Why do some corporate institutions consider data dicionaries for their enterprise data unimportant or unnecessary?,0
3e569f37780f4187be8b,How do you not cry when you're in a physical confrontation?,0
d17ac4528fb02f1b6955,Does Radha weep?,0
d13c1bac99188e398d26,"What does ""longtime summer friend"" mean?",0
9c841aac68889801c1d8,Is it possible for a narcissist to love someone?,0
63f499fd9da2e58a75f1,What precautions to take while travelling?,0
99bf847c3a56cfa3f959,What is a sample letter of intent to retire?,0
d98c6d0db0574f3ad729,"What are the settings of the novel ""The Little White Horse"" by Anne Yvonne Gilbert, C. Walter Hodges, and Elizabeth Goudge?",0
f01916d160644a2cd08c,Does the military have higher incidents of sexual assault than the rest of the country?,0
728817dd59dcd85f43f9,As a whole group how do white people view black people?,0
9c5ee4791c03bd3cdb9c,Does pigi app sell authentic supplements?,0
19511a27388d50642164,Do you consider it ethical to document your child's life on social media?,0
7d44fa131d160e7d9bfb,Is there an online diploma or cirtificate course for a BDS that one can do?,0
3f7f536e101aa15baad9,What time-of-flight depth sensor does Light House (light.house) use?,0
1369abe9e5980a09251c,What is the best way to bring awareness to yourself when you are in distress?,0
1fe1123c847f892b8558,Why do breweries smell?,0
517ce173a4394394bac1,What is your opinion on spiritual gurus promoting political parties in election?,0
22defc767707a9c5c8b5,How do you deal with someone that you don't like?,0
12255fb88a267dcda017,"Suppose we can travel at a speed more than that of light, do we have a way to make sure nothing comes at the path of our space ship? Can we circumvent asteroids on the path?",0
d886f5f3b29ff50b4115,What should I do if I believe that everything about me is wrong?,0
ed775721f43818147214,"How is the book ""Attitude is everything""?",0
f755c5dba65584b8c35f,"What is the best smartphone within ₹8,000?",0
e86ccf3b16e783b1d109,How do you easily draw Lucy Van Pelt?,0
cd32b899f99fcd416091,"How can a female escape the famous ""female loophole"" and ensure she remains virgin?",0
4bbefed8b67abef7a86c,What would be the quantity of water per hour obtained from a refrigerated air dryer when humidity is 80%?,0
be9d16dba11b82d54944,Should you ask people how they are doing even if you know you might not be able help them with their issues?,0
49f1e6eac17c5dd047fe,"What are cytokines, and can they be used to treat melanoma?",0
9e1e0ecad9c32c6f7c65,What is gender sensitivity?,0
d0f9a6196eb69291d240,Does our Sun has Flattened poles?,0
b5d8661a9b28e680285b,What languages should I learn to master web development? In what order should I learn them and what are the best tutorials to learn them?,0
f05dc291c3167212d929,Do you view collapsed Answers as forbidden fruit and always take a peek or as taboo and avoid them at all costs?,0
ab5bde8db224a41810b7,"Which is the most correct for ""computer science"" in Greek: επιστήμη των υρολογιστών or επιστήμη υρολογιστών?",0
88813d0d306e4d2d958e,Will adding seasoning to cooked food preserve it without refrigeration?,0
728fc9cafc3c3ef668c5,What skills does the learner need?,0
ced19c3703e19688d64f,Can I attend the class from different country?,0
9aebca47bea7050ae0ca,"Do you agree that increased dependence on algorithms, rather than good old-fashioned human intelligence, has made the world a more boring, typecast, and divided place?",0
12f9e45f728142de6d17,Why is a potential difference created between two ends of a resistor?,0
49449b9916512ca61882,How does it feel when someone loses vrginity?,0
26ea2d1b64c0873750b9,Should the Mars project be abandoned and the money instead be directed to our ability to redirect the overdue comet that may wipe out the human race?,0
80b162606d1d05d3a605,What was Giovanni Alfonso Borelli known for?,0
44d6bbf27106883e4fca,What is natural gas formed from?,0
82997e447d6c9562d41d,What is the method for studying physics?,0
27e40aebf8c7b6eb48b1,"Is ""giving Comfort"" an extremely broad and open ended definition of treason, as defined in the Constitution?",0
6f4340538e7965651708,Are there any pure vegetarian food courts available in Infosys Mysore training centre?,0
1e91065777376cce1138,"What is the next number in the sequence, 8, 24, 22, 56, 18?",0
d3bf00c56cfd5bb6f8c5,What is Yelp Spring Break?,0
4e726072fba83a91943e,What is the difference between chalazion and stye?,0
ac4a699c2967ed25d3ab,How can Israel be defeated?,0
49f1fafec98afda41c73,Is schizophrenia a form of psychopathy?,0
d0fff1d8f5bae71a1421,How do I get rid of my crush on Jacob Sartorius?,0
9e970c888bc4f1e0966d,Which is the most important blood test?,0
6deb047ad4ae6a9ea03c,"Where (city, venue type) was and what activities took place at the most enjoyable event you've attended?",0
2823c1b9fb06937ee994,What are the functions of UPSC?,0
50b041a03cc8329a90e8,How do you make creme de menthe?,0
a49e4a4a2f2b4d0808a9,How do you convert decimal 45 to binary using the modulus function?,0
6da52f32be0abf010d41,"I have early stage skin cancer which is controlled by medicine now, Iam applying for Australian PR,is my application likely to be rejected?",0
1ef77fdf35b3b7dc4478,Technical analysts believe that one can use past price changes to predict future price changes. How do you justify this belief?,0
90f985d098550955e94b,Is mechanical branch is better than civil at NITK?,0
f4d3f51161922e94d85f,What is NADPH+H+?,0
61423b56e5f7ec7f0ae3,What could cause you to have a runny nose every time you have a bowl movement?,0
a1c89cb9863643759f75,Which topic is more important from JEE perspective: Differentiation or Integration?,0
2238aa289e6a15aa5b99,How do I overcome the problems arrised in newly married life specialy related with the husband?,0
9f7ee0c0e87420c064c0,I am struggling to crack an interview because of communication problrm. I have been rejected at least 40 times. What should I do?,0
4ae6b011752f02d0fe08,Is there any Android (native) App testing companies?,0
f38b6f9ae9bc9833b82d,"What would international trade and commerce look like, absent the necessity of factoring in the USA?",0
952e05a4cb1c35ea398e,"A guy who I loved for years turned me down but became my friend and supported me. Though we weren't a couple we used to go out, have long video calls and we even made out twice but then he left me. What could've gone wrong?",0
5e55ec6638493cd4170e,What is the procedure to apply for a job in E&Y?,0
281324055e09546cffc6,What are the qualifications required for a job in IS RO?,0
2cf397defd9657cae3c2,Have you ever went an entire day thinking it was a dream only to find out later it wasn't if so what did you do?,0
d5c7a07e949d94fe858b,Does lower elasticity makes a rubber band stretch more under a constant force and why? How does temperature effect elasticity?,0
029dc4f498c20bcba4dd,Can I download the receipt of LIC premium which was paid offline?,0
3e476102694427d82d56,Recently I've been selected in Technical Education Department of Rajasthan Govt (Gazzeted Post). Is it allowed to do freelancing (software Development)? I could not find any reference in service rule in this regard.,0
ad1a4b0ba203bf717212,What are the functions of official court liquidator?,0
137f1ae4c2087d5bb078,What are the various objectives of feminist movement in India?,0
f567ffb99f2ef63e73de,Can I get an updated Sling TV app for my Samsung UN40MU6300F that supports AirTV2?,0
6859319a41140ab00c4c,Who came up with the idea of naming hurricanes?,0
94d981ae8423fc520f66,She said that I was rude texting her goodnight late at night. Am I rude?,0
c9b18018604932d09f19,"What GCSE grades do you need to get admission in King's College, especially in Maths and English?",0
c48b68c41800606f53a9,Is it true that Gorbachev's grandfather was shot in the Great Purge?,0
a3fce14a5ae5cca83b89,"If you were a lesbian, would you both be called Mrs.?",0
96b852f1476c01d63f8b,What is a half derivative used for?,0
5231431be54838e79aca,Is Quora an AI learning machine?,0
e860c3fcc609c95f7523,What are some incredible women weight loss journeys?,0
81c69b4c8f65138b5325,Why do I have blue veins on my upper chest?,0
2b775fc7058d4c22bc9d,How do I recover my previous Instagram account?,0
cd3012c6b2223b5c9809,"What would happen if 100,000 modern Russian soldiers fought in the Battle of Berlin?",0
111a17d547849773bf8a,Can verbal fluency improve?,0
4f9b3928f26c57969256,"IAS handicapped criteria? I'm handicapped by both legs (BL category in PH2) What should be my rank to get selected? Also, am I only eligible for IAS and IRS only?",0
0c6dfa6bfe70b61c8dcc,How would you describe the different types of diuresis?,0
8eeeef0dca2b650f0626,"In World War 2, if Japan also had nukes, would they retaliate after the US nuked them?",0
b0e2893a03c51d3800d6,How do I change my thought process or habits to spend less time with nostalgia and enjoy the present?,0
4e526d589f9d87165827,How is the clarinet different from the recorder?,0
f0d7d4c0bd93ef2e8ec1,What are the uses of saline solution?,0
83d34332f6f4d6048244,Last year I unfortunately went late to Amazon's technical interview and fared terribly in it. Learnt my lesson the worst way possible . Would I ever be considered again by Amazon for another interview?,0
7dce963e68dc36eb533c,What is the meaning of the Urdu term: 'zamaana saaz'?,0
986e014c3bc93c01537a,How is Hello better than Facebook? Is it going to be the next big deal?,0
d7ec41a19fa2294d631f,How do I design an instrumentation amplifier circuit to indicate temperature of a thermocouple?,0
a4fdb1b5b012aa58796f,"What is the multi-variable Maclaurin series expansion of f(x,y)?",0
cb27d87d79242095836f,How do inflation occurs?,0
5076017078bc2e4fcc01,Does my twin flame feel the exact same way about me as I do for him?,0
1d8c42d1d2c6aa629fc2,Are airlocks or air tight lids necessary for fermenting sauerkraut?,0
8934cd59e0e93d89373d,Why do so many people think that Buddhism is a religion?,0
da8e28c0bc8d6588b84b,What is a Community Arts council like?,0
a526b64bffa892d65c97,How does Azazel get his powers according to the comics?,0
6c29c1440503184fa554,Why did BJP goverment failed to bring back black money from foreign banks?,0
1d67c0a9dc882a00b46d,How do I differentiate whether it is love or lust when we see a girl?,0
c99b7e67d0f94b180364,How do I talk to someone who may or may not remember me?,0
fdf38ad6af062105b28e,What is the weapon of Lord Vishnu in Vamana Avatar?,0
39206cc2c156d3ef9e48,If a FC Barcelona Jersey doesn't have the Nike logo is it a fake?,0
863149d65e0b0bd4e7b1,What sort of mutual funds can I invest in with minimal risk and good gains?,0
5595e666f426160c3cea,Has Pakistan joined the NPT?,0
d5650b60257f031ef75a,Do you think a guy who likes to cheating can change? I'm still in love with my ex and I would like to change him.,0
f666f9d3b0d0972e6413,How good is Fusion Homes in Noida Extension?,0
f36ca0807fdfba00163e,Could a sociopath be more dangerous if they were to become an FBI profiler?,0
12ad7f1da599aac60a77,What if the Hulk were to break wind?,0
b34046972590a5285fba,Did Classic Macintosh OS use the Mach microkernel? Why or why not?,0
83e38318bcbc59a7b80c,What are some weird things Hitler stood for?,0
126f03aa059ffb2efc37,How do I increase my Facebook page likes within a month?,0
d746fa945a02edf1c7b3,Should I go against my parents for a boyfriend who doesn't care about me and did not even call when my mom was in the hospital?,0
5cf2448128d5083f49cf,"I met a young woman a couple of times and she was interested, but I didn't ask her out. I thought she wouldn't want someone like me (poor and my future is ""uncertain"", despite working on it). Did I do the right thing? I can't decide for myself.",0
6ddbcde9aeaa65be84b9,Is it true that Arjuna confessed that he used to draw inspiration from Karna?,0
708ee2808b37794f10e4,What modern buildings will still be around in a millennia?,0
5ba635889ee9f12b4ef5,"What do conservatives think about other democratic countries like Australia in terms of their health care, gun legislation, way of life, etc?",0
a0caa1043665f470a5c8,How can I prevent my London broil from becoming tough to eat?,0
bd7b788e4acaf3288856,What should I take into consideration when writing a biography about Jack Du Brul?,0
9cbb99a5e9184420bf96,Who are the best NLP trainer in Pune?,0
2c25c38a5941b481d126,What is the difference between IAS and ICS?,0
3a3e3bf5c3cee18bb7d9,Can I crack the UPSC civil services exam if I prepare with full concentration and commitment for three years starting from scratch?,0
f5aa17c586e412ccd0f3,Is learning industrial automation beneficial?,0
34f4dd904072971078ef,Is it worth to keep stocks of regular dividend giving blue chip stocks in portfolio even if they do not increase much but give regular dividends for long term (15-20 years)?,0
80e68e3111dd3f87a78b,How much the charges for Mumbai to kolhapur?,0
de1064e90c72f288a7d5,"Does anyone actually prefer ""open office"" space - I want to be alone?",0
e98603e8f3e3d222f484,Is there a Google play video editor app that let's you put a video in the middle of a playing video?,0
c24ddf260ece5b1941b8,I dont know programming I completed my graduation I dont have any job what should I do?,0
